Year,Month,State,County,Rate
2015,February,Idaho,Elmore County,5.5
2015,February,Idaho,Bingham County,4.9
2015,February,Idaho,Canyon County,5.6
2015,February,Idaho,Boise County,8
2015,February,Idaho,Fremont County,4.9
2015,February,Idaho,Bonneville County,4.1
2015,February,Idaho,Camas County,4.5
2015,February,Idaho,Nez Perce County,4.4
2015,February,Idaho,Oneida County,4.4
2015,February,Idaho,Butte County,5.6
2015,February,Idaho,Boundary County,7.8
2015,February,Idaho,Bannock County,4.7
2015,February,Idaho,Clearwater County,10.2
2015,February,Wyoming,Sweetwater County,4.5
2015,February,Wyoming,Campbell County,3.6
2015,February,Wyoming,Converse County,3.4
2015,February,Wyoming,Sublette County,6
2015,February,Wyoming,Weston County,3.7
2015,February,Wyoming,Big Horn County,4.8
2015,February,Wyoming,Lincoln County,5.9
2015,February,Wyoming,Natrona County,4.2
2015,February,Wyoming,Johnson County,5.9
2015,February,Wyoming,Platte County,4.3
2015,February,Wyoming,Hot Springs County,4.4
2015,February,Wyoming,Albany County,3.3
2015,February,Wyoming,Sheridan County,4.9
2015,February,Wyoming,Carbon County,4.4
2015,February,Wyoming,Laramie County,4.3
2015,February,Wyoming,Goshen County,3.2
2015,February,Wyoming,Niobrara County,3.1
2015,February,Wyoming,Crook County,4.2
2015,February,Wyoming,Fremont County,5.8
2015,February,Wyoming,Teton County,3.7
2015,February,Wyoming,Washakie County,4.8
2015,February,Wyoming,Uinta County,4.8
2015,February,Wyoming,Park County,5
2015,February,Tennessee,Cocke County,9.9
2015,February,Tennessee,Monroe County,6.8
2015,February,Tennessee,Overton County,7.9
2015,February,Tennessee,Madison County,6.3
2015,February,Tennessee,Marion County,7
2015,February,Tennessee,Giles County,5.4
2015,February,Tennessee,Knox County,4.9
2015,February,Tennessee,Stewart County,8.8
2015,February,Tennessee,Williamson County,4.1
2015,February,Tennessee,Dickson County,5.8
2015,February,Tennessee,Lincoln County,5.5
2015,February,Tennessee,Tipton County,7.7
2015,February,Tennessee,Lawrence County,7.4
2015,February,Tennessee,Benton County,8.2
2015,February,Tennessee,Haywood County,9
2015,February,Tennessee,Smith County,6
2015,February,Tennessee,Macon County,5.7
2015,February,Tennessee,Gibson County,8.1
2015,February,Tennessee,Scott County,10.1
2015,February,Tennessee,Hawkins County,6.9
2015,February,Tennessee,Robertson County,5.1
2015,February,Tennessee,Grainger County,7.5
2015,February,Tennessee,Davidson County,4.6
2015,February,Tennessee,McNairy County,9.4
2015,February,Tennessee,Jefferson County,7.4
2015,February,Tennessee,Campbell County,8.3
2015,February,Tennessee,Marshall County,5.6
2015,February,Tennessee,Rhea County,7.6
2015,February,Tennessee,Anderson County,6.3
2015,February,Tennessee,Morgan County,8
2015,February,Tennessee,Perry County,6.8
2015,February,Tennessee,Chester County,6.2
2015,February,Tennessee,Lake County,9.2
2015,February,Tennessee,White County,6.7
2015,February,Tennessee,Meigs County,8.4
2015,February,Tennessee,Fayette County,6.7
2015,February,Tennessee,Claiborne County,7.6
2015,February,Tennessee,Bedford County,6.7
2015,February,Tennessee,Shelby County,6.8
2015,February,Tennessee,Sequatchie County,6.7
2015,February,Tennessee,Decatur County,9
2015,February,Tennessee,Sullivan County,6.1
2015,February,Tennessee,Moore County,5
2015,February,Tennessee,Warren County,5.9
2015,February,Tennessee,Unicoi County,8.9
2015,February,Tennessee,Hardin County,7.9
2015,February,Tennessee,Maury County,5.3
2015,February,Tennessee,Rutherford County,4.6
2015,February,Tennessee,Cheatham County,5.1
2015,February,Tennessee,Franklin County,5.5
2015,February,Tennessee,Hamblen County,6.8
2015,February,Tennessee,Johnson County,7
2015,February,Tennessee,Clay County,10.7
2015,February,Tennessee,Roane County,7
2015,February,Tennessee,Henry County,7.5
2015,February,Tennessee,Cumberland County,8.4
2015,February,Tennessee,Crockett County,7.2
2015,February,Tennessee,Bledsoe County,8.6
2015,February,Tennessee,Washington County,5.8
2015,February,Tennessee,Carter County,7.1
2015,February,Tennessee,Loudon County,6
2015,February,Tennessee,Blount County,5.7
2015,February,Tennessee,Putnam County,6.2
2015,February,Tennessee,Hardeman County,8.3
2015,February,Tennessee,Weakley County,7.1
2015,February,Tennessee,Sevier County,9.5
2015,February,Tennessee,Montgomery County,5.9
2015,February,Tennessee,Humphreys County,7.4
2015,February,Tennessee,Wayne County,8.4
2015,February,Tennessee,Obion County,9
2015,February,Tennessee,Polk County,7.4
2015,February,Tennessee,Dekalb County,7.4
2015,February,Tennessee,Henderson County,8.3
2015,February,Tennessee,Grundy County,8.5
2015,February,Tennessee,Hancock County,8.7
2015,February,Tennessee,Carroll County,9.3
2015,February,Tennessee,Lewis County,8
2015,February,Tennessee,Jackson County,8.8
2015,February,Tennessee,Bradley County,5.6
2015,February,Tennessee,Cannon County,5.8
2015,February,Tennessee,Greene County,7.2
2015,February,Tennessee,Coffee County,5.8
2015,February,Tennessee,Dyer County,7.3
2015,February,Tennessee,Houston County,9.7
2015,February,Tennessee,Lauderdale County,9.1
2015,February,Tennessee,Sumner County,4.9
2015,February,Tennessee,McMinn County,6.8
2015,February,Tennessee,Fentress County,7.9
2015,February,Tennessee,Union County,7.6
2015,February,Tennessee,Hickman County,6
2015,February,Tennessee,Wilson County,4.8
2015,February,Tennessee,Trousdale County,6.6
2015,February,Tennessee,Hamilton County,5.6
2015,February,Tennessee,Pickett County,9.1
2015,February,Tennessee,Van Buren County,9.5
2015,February,Arizona,Pinal County,6.5
2015,February,Arizona,Greenlee County,7.9
2015,February,Arizona,La Paz County,8.4
2015,February,Arizona,Mohave County,8.7
2015,February,Arizona,Yuma County,19
2015,February,Arizona,Gila County,8.3
2015,February,Arizona,Maricopa County,5.3
2015,February,Arizona,Navajo County,10.7
2015,February,Arizona,Graham County,7.7
2015,February,Arizona,Pima County,5.5
2015,February,Arizona,Apache County,14.4
2015,February,Arizona,Coconino County,6.9
2015,February,Arizona,Cochise County,7.8
2015,February,Arizona,Santa Cruz County,10.6
2015,February,Arizona,Yavapai County,5.9
2015,February,Iowa,Monroe County,5.3
2015,February,Iowa,Taylor County,3.4
2015,February,Iowa,Madison County,5.4
2015,February,Iowa,Bremer County,4.2
2015,February,Iowa,Adams County,3.4
2015,February,Iowa,Marion County,4.1
2015,February,Iowa,Linn County,4.4
2015,February,Iowa,Poweshiek County,4.6
2015,February,Iowa,Hardin County,5.3
2015,February,Iowa,Allamakee County,6.8
2015,February,Iowa,Lyon County,2.4
2015,February,Iowa,Butler County,5.5
2015,February,Iowa,Boone County,3.6
2015,February,Iowa,Cerro Gordo County,4.7
2015,February,Iowa,Benton County,4.8
2015,February,Iowa,Clinton County,5.6
2015,February,Iowa,Black Hawk County,5.1
2015,February,Iowa,Van Buren County,4.6
2015,February,Iowa,Cherokee County,6.9
2015,February,Iowa,Scott County,5.3
2015,February,Iowa,Buena Vista County,3.7
2015,February,Iowa,Howard County,4.8
2015,February,Iowa,Jefferson County,4.3
2015,February,Iowa,Des Moines County,5
2015,February,Iowa,Marshall County,6.6
2015,February,Iowa,Wapello County,5.3
2015,February,Iowa,Sioux County,3.4
2015,February,Iowa,Page County,4.4
2015,February,Iowa,Jasper County,4.7
2015,February,Iowa,Sac County,4.2
2015,February,Iowa,Winnebago County,4.3
2015,February,Iowa,Appanoose County,5.4
2015,February,Iowa,Mahaska County,4.7
2015,February,Iowa,Pottawattamie County,4.2
2015,February,Iowa,Emmet County,3.9
2015,February,Iowa,Keokuk County,5.2
2015,February,Iowa,Clayton County,6.1
2015,February,Iowa,Fremont County,3.8
2015,February,Iowa,Fayette County,5.9
2015,February,Iowa,Shelby County,3.2
2015,February,Iowa,Decatur County,3.8
2015,February,Iowa,Warren County,4.3
2015,February,Iowa,Lee County,5.6
2015,February,Iowa,Winneshiek County,5.3
2015,February,Iowa,O'Brien County,3.6
2015,February,Iowa,Cedar County,4.3
2015,February,Iowa,Ringgold County,4.1
2015,February,Iowa,Delaware County,4.6
2015,February,Iowa,Muscatine County,4.5
2015,February,Iowa,Franklin County,4.4
2015,February,Iowa,Monona County,6
2015,February,Iowa,Johnson County,2.8
2015,February,Iowa,Clay County,4.5
2015,February,Iowa,Henry County,4.5
2015,February,Iowa,Crawford County,4.8
2015,February,Iowa,Union County,5.1
2015,February,Iowa,Washington County,4.1
2015,February,Iowa,Ida County,3.9
2015,February,Iowa,Plymouth County,3.4
2015,February,Iowa,Harrison County,4.2
2015,February,Iowa,Tama County,6.1
2015,February,Iowa,Floyd County,4.8
2015,February,Iowa,Guthrie County,5.1
2015,February,Iowa,Montgomery County,3.9
2015,February,Iowa,Kossuth County,3.6
2015,February,Iowa,Webster County,4.9
2015,February,Iowa,Wayne County,4.8
2015,February,Iowa,Humboldt County,4.3
2015,February,Iowa,Polk County,4.3
2015,February,Iowa,Calhoun County,5.1
2015,February,Iowa,Clarke County,5.1
2015,February,Iowa,Buchanan County,5.5
2015,February,Iowa,Wright County,4.5
2015,February,Iowa,Lucas County,4.2
2015,February,Iowa,Grundy County,4.8
2015,February,Iowa,Adair County,4.6
2015,February,Iowa,Hancock County,3.2
2015,February,Iowa,Dickinson County,5.8
2015,February,Iowa,Carroll County,3.2
2015,February,Iowa,Jones County,6
2015,February,Iowa,Jackson County,5.7
2015,February,Iowa,Dubuque County,4.7
2015,February,Iowa,Davis County,5
2015,February,Iowa,Woodbury County,4.3
2015,February,Iowa,Cass County,5.2
2015,February,Iowa,Iowa County,4.8
2015,February,Iowa,Chickasaw County,5.7
2015,February,Iowa,Greene County,3.9
2015,February,Iowa,Story County,2.6
2015,February,Iowa,Mills County,4.3
2015,February,Iowa,Osceola County,3.6
2015,February,Iowa,Worth County,4.8
2015,February,Iowa,Palo Alto County,3.5
2015,February,Iowa,Louisa County,4.5
2015,February,Iowa,Mitchell County,3.7
2015,February,Iowa,Audubon County,5.3
2015,February,Iowa,Dallas County,3.3
2015,February,Iowa,Hamilton County,4.9
2015,February,Iowa,Pocahontas County,3.6
2015,February,Kansas,Wabaunsee County,4.5
2015,February,Kansas,Stanton County,3
2015,February,Kansas,Doniphan County,5
2015,February,Kansas,Gray County,2.5
2015,February,Kansas,Marion County,3.7
2015,February,Kansas,Linn County,7.5
2015,February,Kansas,Reno County,4.7
2015,February,Kansas,Lincoln County,3.5
2015,February,Kansas,Shawnee County,4.9
2015,February,Kansas,Cowley County,4.5
2015,February,Kansas,Saline County,4.2
2015,February,Kansas,Logan County,2.3
2015,February,Kansas,Chase County,4.3
2015,February,Kansas,Lyon County,4.9
2015,February,Kansas,Butler County,4.7
2015,February,Kansas,Wyandotte County,7.3
2015,February,Kansas,Sheridan County,2.3
2015,February,Kansas,Smith County,3.4
2015,February,Kansas,Brown County,4.5
2015,February,Kansas,Clark County,2.4
2015,February,Kansas,Rooks County,4.9
2015,February,Kansas,Cherokee County,4.7
2015,February,Kansas,Nemaha County,2.7
2015,February,Kansas,Ford County,3.7
2015,February,Kansas,Scott County,2.6
2015,February,Kansas,Harper County,4.1
2015,February,Kansas,Grant County,3.7
2015,February,Kansas,Stafford County,4.3
2015,February,Kansas,Pratt County,3.9
2015,February,Kansas,Kingman County,4.3
2015,February,Kansas,Rush County,3.6
2015,February,Kansas,Greenwood County,4.9
2015,February,Kansas,Greeley County,2.5
2015,February,Kansas,Sedgwick County,5.2
2015,February,Kansas,Jefferson County,5.2
2015,February,Kansas,Marshall County,3.4
2015,February,Kansas,Morton County,4.1
2015,February,Kansas,Norton County,2.6
2015,February,Kansas,Rawlins County,2.5
2015,February,Kansas,Bourbon County,5.4
2015,February,Kansas,Meade County,3.1
2015,February,Kansas,Ellsworth County,3.6
2015,February,Kansas,Wichita County,3.5
2015,February,Kansas,Douglas County,3.9
2015,February,Kansas,Kiowa County,3.2
2015,February,Kansas,Seward County,4.2
2015,February,Kansas,Haskell County,2.7
2015,February,Kansas,Hodgeman County,3.4
2015,February,Kansas,Osage County,5.9
2015,February,Kansas,Russell County,3.8
2015,February,Kansas,Decatur County,3.8
2015,February,Kansas,Pottawatomie County,4
2015,February,Kansas,Edwards County,3.5
2015,February,Kansas,Sumner County,4.7
2015,February,Kansas,Labette County,6
2015,February,Kansas,Thomas County,2.8
2015,February,Kansas,Republic County,3.1
2015,February,Kansas,Osborne County,3.5
2015,February,Kansas,Leavenworth County,5.3
2015,February,Kansas,Ness County,3.7
2015,February,Kansas,Jewell County,5
2015,February,Kansas,Franklin County,5.3
2015,February,Kansas,Allen County,5
2015,February,Kansas,Johnson County,3.8
2015,February,Kansas,Clay County,4.8
2015,February,Kansas,Crawford County,5.5
2015,February,Kansas,Coffey County,4.8
2015,February,Kansas,Neosho County,7
2015,February,Kansas,Gove County,2.6
2015,February,Kansas,Washington County,3.9
2015,February,Kansas,Woodson County,5
2015,February,Kansas,Ottawa County,4.1
2015,February,Kansas,Barber County,3.6
2015,February,Kansas,McPherson County,3
2015,February,Kansas,Montgomery County,6.2
2015,February,Kansas,Ellis County,3.3
2015,February,Kansas,Cloud County,4.1
2015,February,Kansas,Stevens County,3.8
2015,February,Kansas,Anderson County,4.9
2015,February,Kansas,Barton County,4.5
2015,February,Kansas,Miami County,5.1
2015,February,Kansas,Dickinson County,6
2015,February,Kansas,Trego County,4.7
2015,February,Kansas,Pawnee County,4.2
2015,February,Kansas,Jackson County,4.4
2015,February,Kansas,Comanche County,2.9
2015,February,Kansas,Graham County,4.2
2015,February,Kansas,Atchison County,6.3
2015,February,Kansas,Wallace County,2.8
2015,February,Kansas,Geary County,6.6
2015,February,Kansas,Riley County,3.5
2015,February,Kansas,Harvey County,3.9
2015,February,Kansas,Phillips County,3.6
2015,February,Kansas,Finney County,3.5
2015,February,Kansas,Sherman County,3.2
2015,February,Kansas,Kearny County,3
2015,February,Kansas,Elk County,5.4
2015,February,Kansas,Rice County,3.6
2015,February,Kansas,Wilson County,6.7
2015,February,Kansas,Cheyenne County,2.9
2015,February,Kansas,Hamilton County,2.5
2015,February,Kansas,Lane County,3.9
2015,February,Kansas,Chautauqua County,5.9
2015,February,Kansas,Mitchell County,3.3
2015,February,Kansas,Morris County,5
2015,February,Utah,Wayne County,14.5
2015,February,Utah,Beaver County,3.9
2015,February,Utah,San Juan County,9.6
2015,February,Utah,Duchesne County,7
2015,February,Utah,Piute County,8.8
2015,February,Utah,Daggett County,6.3
2015,February,Utah,Morgan County,3.5
2015,February,Utah,Box Elder County,4.3
2015,February,Utah,Davis County,3.6
2015,February,Utah,Garfield County,15
2015,February,Utah,Iron County,5.1
2015,February,Utah,Tooele County,4.8
2015,February,Utah,Carbon County,5.7
2015,February,Utah,Washington County,4.7
2015,February,Utah,Emery County,6.3
2015,February,Utah,Weber County,4.5
2015,February,Utah,Sanpete County,4.9
2015,February,Utah,Millard County,4.1
2015,February,Utah,Sevier County,5.5
2015,February,Utah,Cache County,3.3
2015,February,Utah,Grand County,10.8
2015,February,Utah,Juab County,4.8
2015,February,Utah,Utah County,3.6
2015,February,Utah,Uintah County,5.8
2015,February,Utah,Wasatch County,3.7
2015,February,Utah,Summit County,2.9
2015,February,Utah,Salt Lake County,3.8
2015,February,Utah,Rich County,5.1
2015,February,Utah,Kane County,6.7
2015,February,Virginia,Hanover County,4.3
2015,February,Virginia,Madison County,4
2015,February,Virginia,Norfolk City,6.1
2015,February,Virginia,Colonial Heights City,5.3
2015,February,Virginia,Page County,9.2
2015,February,Virginia,Giles County,5.6
2015,February,Virginia,Northumberland County,8.9
2015,February,Virginia,York County,5.1
2015,February,Virginia,Craig County,6.4
2015,February,Virginia,Martinsville City,9.8
2015,February,Virginia,Suffolk City,5.6
2015,February,Virginia,Manassas City,4.9
